path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,begin editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;111days 19h 44m 12s;021days 06h 52m 45s;000days 00h 00m 09s;009days 06h 00m 55s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,finish editing,save,finish editing,save,save,finish editing;no data;000days 00h 00m 00s;144days 17h 07m 05s;020days 15h 30m 14s;000days 00h 21m 18s;014days 01h 13m 25s;;;;;;;;
initialize,begin editing,check,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,check,save,finish editing,finish editing;no data;000days 00h 00m 00s;048days 23h 36m 17s;196days 02h 08m 21s;030days 13h 14m 56s;019days 21h 16m 27s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;000days 00h 15m 45s;048days 03h 32m 14s;000days 00h 00m 00s;035days 09h 06m 41s;016days 02h 41m 22s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;015days 23h 40m 23s;023days 02h 49m 00s;000days 00h 00m 27s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,save,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;020days 23h 16m 11s;011days 02h 21m 35s;000days 00h 00m 17s;007days 07h 57m 45s;000days 01h 05m 39s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,insert document,save,finish editing;no data;000days 00h 00m 00s;000days 00h 01m 33s;126days 20h 28m 24s;048days 14h 30m 30s;;032days 16h 30m 23s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 00s;;;
initialize,insert document,begin editing,save,save,save,finish editing;no data;000days 00h 00m 04s;011days 07h 33m 06s;000days 00h 00m 11s;038days 01h 01m 33s;;;;;;;;;
initialize,begin editing,insert document,save,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;040days 01h 01m 09s;023days 22h 27m 45s;000days 00h 00m 46s;000days 00h 00m 34s;;;;;;;;
initialize,begin editing,save,finish editing;no data;006days 00h 10m 20s;034days 08h 46m 27s;;004days 00h 38m 20s;;;;;;;;;
initialize,begin editing,insert document,save,save,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;030days 03h 05m 10s;020days 13h 45m 54s;007days 03h 56m 11s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,save,finish editing;no data;000days 00h 00m 00s;081days 15h 17m 21s;048days 02h 09m 18s;000days 00h 11m 10s;000days 00h 00m 09s;066days 02h 41m 58s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,check,finish editing,insert document,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;042days 06h 02m 48s;073days 15h 08m 22s;000days 00h 00m 11s;043days 14h 56m 53s;;;;;;;;
initialize,begin editing,check,check,check,insert document,save,finish editing;no data;000days 00h 00m 00s;000days 00h 03m 44s;000days 16h 44m 56s;000days 00h 00m 04s;044days 10h 51m 48s;;;;;;;;
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing;no data;000days 00h 00m 00s;037days 06h 47m 00s;006days 10h 15m 57s;000days 00h 00m 10s;083days 01h 14m 08s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,save,finish editing;no data;002days 06h 26m 25s;009days 21h 21m 22s;005days 22h 16m 23s;009days 18h 54m 33s;;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,check,save,finish editing,finish editing,insert document,save,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;015days 15h 57m 54s;010days 03h 00m 58s;001days 23h 48m 05s;013days 20h 32m 16s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,finish editing,save,finish editing,save,check,insert document,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;075days 05h 25m 37s;012days 00h 57m 32s;000days 00h 00m 24s;000days 00h 01m 34s;000days 00h 18m 52s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,insert document,begin editing,save,save,finish editing;no data;000days 00h 00m 04s;016days 23h 14m 00s;000days 00h 00m 09s;038days 00h 55m 20s;;;;;;;;;
initialize,begin editing,check,finish editing,insert document,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;161days 20h 50m 36s;084days 07h 56m 24s;000days 00h 03m 12s;018days 00h 02m 50s;;;;;;;;
initialize,begin editing,finish editing,insert document,save,check,finish editing,save,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;035days 01h 59m 09s;000days 00h 00m 49s;006days 00h 15m 55s;000days 00h 00m 44s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,check,finish editing,save,check,check,finish editing,check,finish editing,save,finish editing;no data;000days 00h 00m 01s;061days 14h 02m 08s;120days 21h 21m 40s;000days 00h 00m 07s;000days 22h 05m 44s;000days 01h 38m 28s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,finish editing;no data;000days 00h 00m 00s;007days 15h 17m 48s;146days 20h 02m 04s;001days 15h 48m 29s;;000days 10h 04m 21s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,check,save,check,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,check,finish editing;no data;000days 00h 00m 01s;021days 03h 32m 27s;009days 03h 42m 13s;000days 00h 00m 36s;000days 20h 30m 24s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;072days 10h 32m 57s;124days 22h 48m 22s;000days 00h 00m 28s;;059days 14h 22m 02s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing,finish editing,finish editing,save,finish editing,finish editing,save,finish editing,save,check,finish editing,save,save,save,save,finish editing,save,save,finish editing,save,finish editing,save,save,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;018days 02h 55m 43s;058days 01h 16m 56s;002days 07h 54m 18s;000days 00h 00m 32s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;090days 02h 03m 31s;144days 16h 47m 46s;000days 07h 06m 16s;;000days 10h 32m 37s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,finish editing;no data;000days 00h 00m 00s;000days 00h 02m 55s;014days 02h 41m 14s;000days 00h 00m 19s;021days 00h 36m 44s;;;;;;;;
initialize,begin editing,insert document,save,save,check,save,check,finish editing;no data;000days 00h 00m 00s;027days 09h 00m 35s;024days 23h 23m 02s;000days 00h 00m 13s;000days 11h 56m 54s;;;;;;;;
initialize,begin editing,insert document,save,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;047days 18h 05m 49s;026days 15h 13m 12s;000days 00h 58m 57s;002days 03h 07m 09s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;106days 00h 19m 29s;079days 16h 02m 20s;000days 01h 51m 40s;;001days 03h 20m 13s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;110days 00h 29m 22s;003days 07h 20m 03s;015days 12h 02m 09s;013days 21h 26m 32s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,save,check,finish editing,save,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;016days 17h 26m 26s;001days 02h 03m 29s;000days 00h 00m 11s;000days 00h 00m 38s;008days 20h 19m 33s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,check,insert document,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,save,finish editing,save,save,finish editing,finish editing;no data;000days 00h 00m 01s;105days 04h 09m 55s;000days 00h 36m 35s;005days 00h 25m 20s;003days 10h 36m 07s;028days 01h 16m 46s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;023days 23h 40m 24s;046days 02h 05m 41s;007days 00h 01m 37s;;000days 00h 32m 53s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;024days 02h 49m 22s;108days 06h 31m 28s;000days 00h 00m 17s;000days 05h 43m 13s;000days 00h 00m 05s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,check,insert document,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;044days 10h 52m 12s;009days 14h 29m 25s;000days 01h 21m 14s;025days 18h 33m 27s;;;;;;;;
initialize,begin editing,check,insert document,save,check,check,check,save,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;077days 03h 06m 10s;000days 00h 01m 11s;000days 00h 02m 17s;015days 14h 53m 50s;;;;;;;;
initialize,begin editing,insert document,save,finish editing;no data;000days 00h 00m 00s;000days 00h 07m 57s;039days 13h 37m 47s;012days 06h 51m 33s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;;;000days 00h 00m 00s;105days 12h 10m 58s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
