path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,begin editing,insert document,save,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;066days 01h 25m 48s;014days 00h 59m 27s;000days 00h 01m 32s;000days 00h 00m 32s;;;;;;;;
initialize,begin editing,save,finish editing;no data;012days 00h 20m 40s;031days 17h 46m 28s;;007days 10h 45m 30s;;;;;;;;;
initialize,begin editing,insert document,save,save,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;043days 04h 38m 49s;026days 02h 33m 15s;017days 13h 09m 01s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,save,finish editing;no data;no data;129days 00h 07m 11s;no data;000days 00h 25m 10s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,check,finish editing,insert document,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;073days 21h 23m 57s;043days 00h 56m 03s;000days 00h 00m 09s;023days 03h 43m 08s;;;;;;;;
initialize,begin editing,check,check,check,insert document,save,finish editing;no data;no data;no data;no data;no data;055days 03h 22m 42s;;;;;;;;
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing;no data;000days 00h 00m 00s;064days 22h 28m 39s;009days 02h 04m 57s;000days 00h 00m 12s;066days 11h 06m 28s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,save,finish editing;no data;002days 17h 14m 20s;016days 13h 33m 19s;013days 07h 38m 11s;012days 20h 14m 45s;;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,check,save,finish editing,finish editing,insert document,save,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;029days 14h 50m 10s;014days 07h 40m 14s;003days 23h 35m 52s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,finish editing,save,finish editing,save,check,insert document,save,finish editing,save,finish editing,save,finish editing;no data;no data;183days 20h 23m 23s;017days 00h 14m 58s;000days 00h 00m 48s;no data;000days 00h 26m 41s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,insert document,begin editing,save,save,finish editing;no data;no data;023days 23h 47m 17s;no data;no data;;;;;;;;;
initialize,begin editing,check,finish editing,insert document,save,finish editing,save,check,finish editing;no data;no data;228days 21h 59m 49s;no data;000days 00h 05m 18s;025days 11h 00m 04s;;;;;;;;
initialize,begin editing,finish editing,insert document,save,check,finish editing,save,save,finish editing,save,finish editing;no data;no data;041days 20h 10m 53s;no data;012days 00h 30m 03s;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,check,finish editing,save,check,check,finish editing,check,finish editing,save,finish editing;no data;no data;120days 22h 05m 24s;no data;000days 00h 00m 07s;001days 20h 11m 03s;000days 02h 19m 16s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,finish editing;no data;000days 00h 00m 00s;017days 20h 40m 50s;162days 07h 59m 57s;005days 17h 21m 17s;;000days 21h 19m 56s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,check,save,check,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,check,finish editing;no data;no data;017days 16h 43m 38s;no data;000days 00h 00m 56s;002days 06h 13m 06s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;112days 04h 05m 02s;106days 11h 38m 41s;000days 00h 00m 54s;;013days 18h 30m 23s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing,finish editing,finish editing,save,finish editing,finish editing,save,finish editing,save,check,finish editing,save,save,save,save,finish editing,save,save,finish editing,save,finish editing,save,save,save,finish editing,save,finish editing;no data;no data;039days 07h 26m 23s;no data;007days 18h 52m 23s;000days 00h 00m 36s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;100days 23h 31m 59s;122days 09h 31m 13s;002days 09h 11m 38s;;000days 18h 40m 12s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,finish editing;no data;000days 00h 00m 00s;000days 00h 04m 20s;030days 23h 26m 46s;000days 00h 00m 11s;016days 13h 15m 05s;;;;;;;;
initialize,begin editing,insert document,save,save,check,save,check,finish editing;no data;no data;047days 09h 19m 30s;no data;no data;000days 16h 53m 02s;;;;;;;;
initialize,begin editing,insert document,save,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;116days 14h 01m 12s;022days 04h 30m 46s;000days 04h 21m 19s;005days 19h 11m 01s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;137days 07h 02m 16s;018days 02h 36m 52s;000days 09h 11m 40s;;001days 08h 22m 57s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;227days 13h 43m 42s;002days 20h 47m 24s;025days 22h 06m 18s;020days 23h 23m 14s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,save,check,finish editing,save,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;031days 01h 46m 26s;no data;000days 00h 00m 07s;000days 00h 00m 29s;no data;no data;no data;no data;no data;;;
initialize,begin editing,check,insert document,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,save,finish editing,save,save,finish editing,finish editing;no data;no data;163days 08h 01m 47s;no data;010days 00h 44m 12s;004days 20h 47m 35s;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;022days 15h 12m 02s;no data;017days 03h 34m 43s;;000days 00h 56m 58s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;033days 07h 12m 40s;no data;000days 00h 00m 21s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,check,insert document,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;088days 16h 48m 55s;025days 06h 38m 21s;000days 05h 02m 49s;030days 14h 48m 43s;;;;;;;;
initialize,begin editing,check,insert document,save,check,check,check,save,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;173days 00h 30m 23s;no data;000days 00h 04m 27s;026days 00h 56m 16s;;;;;;;;
initialize,begin editing,insert document,save,finish editing;no data;000days 00h 00m 00s;000days 00h 28m 14s;037days 07h 46m 04s;025days 08h 30m 02s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;;;000days 00h 00m 00s;042days 02h 55m 07s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,finish editing,save,check,check,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;105days 22h 08m 38s;no data;030days 12h 22m 56s;002days 01h 48m 26s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;024days 13h 21m 18s;no data;000days 00h 00m 01s;002days 20h 47m 22s;;;;;;;;
initialize,insert document,save,begin editing,save,insert document,save,finish editing;no data;no data;000days 00h 03m 09s;020days 10h 57m 58s;no data;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;066days 01h 55m 09s;no data;000days 00h 00m 10s;000days 00h 00m 10s;001days 22h 13m 15s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;048days 16h 29m 08s;no data;000days 23h 24m 20s;no data;;;;;;;;
initialize,begin editing,insert document,save,check,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;167days 12h 19m 18s;no data;000days 00h 00m 02s;000days 00h 00m 04s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,insert document,save,check,finish editing;no data;000days 00h 00m 00s;000days 00h 00m 08s;135days 01h 10m 46s;058days 19h 57m 41s;000days 00h 00m 02s;000days 13h 01m 57s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
